"","weight","hindfoot_length","sex","species_id"
"12475",45,37,"M","DM"
"12476",23,21,"M","PE"
"12477",26,21,"M","PM"
"12478",22,21,"F","PE"
"12479",11,17,"F","RM"
"12480",11,17,"F","RM"
"12481",90,32,"F","SH"
"12482",26,19,"F","OL"
"12483",73,39,"M","SH"
"12484",12,17,"M","RF"
"12485",42,22,"M","OL"
"12486",52,37,"M","DM"
"12487",187,33,"F","NL"
"12488",25,21,"M","PE"
"12489",23,21,"F","PE"
"12490",11,18,"M","RM"
"12491",10,16,"F","RM"
"12492",10,16,"M","RM"
"12493",66,31,"M","SH"
"12494",12,17,"M","RM"
"12495",10,17,"M","RM"
"12496",12,16,"M","RM"
"12497",10,17,"M","RM"
"12498",36,37,"F","DM"
"12499",59,36,"F","DO"
"12500",159,54,"M","DS"
"12501",29,20,"M","OL"
"12502",11,16,"F","RM"
"12503",25,21,"F","PE"
"12504",9,16,"M","RM"
"12505",40,37,"F","DM"
"12506",43,37,"M","DM"
"12507",9,16,"F","RM"
"12508",198,31,"M","NL"
"12509",26,21,"M","OT"
"12510",30,22,"M","OL"
"12511",36,37,"M","DM"
"12512",11,16,"M","RM"
"12513",11,16,"M","RM"
"12514",42,35,"F","DM"
"12515",141,51,"M","DS"
"12516",43,35,"M","DM"
"12517",15,17,"F","RM"
"12518",22,21,"M","PE"
"12519",24,22,"M","OT"
"12520",8,16,"F","RM"
"12521",10,17,"M","RM"
"12522",51,37,"M","DM"
"12523",49,37,"M","DM"
"12524",22,21,"M","PE"
"12525",47,37,"M","DM"
"12526",12,17,"F","RM"
"12527",43,37,"F","DM"
"12528",21,20,"F","PE"
"12529",11,17,"M","RM"
"12530",12,16,"F","RM"
"12531",44,37,"M","DM"
"12532",10,16,"M","RM"
"12533",37,22,"F","OL"
"12534",25,20,"M","OT"
"12535",43,37,"F","DM"
"12536",55,36,"M","DM"
"12537",49,37,"M","DM"
"12538",22,21,"M","OT"
"12539",28,22,"F","PE"
"12540",57,37,"F","DO"
"12541",49,35,"M","DM"
"12542",31,21,"F","OL"
"12543",13,15,"F","RM"
"12544",14,17,"F","RM"
"12545",36,35,"M","DM"
"12546",34,20,"M","OL"
"12547",11,18,"M","RM"
"12548",13,15,"F","RM"
"12549",10,16,"M","RM"
"12550",19,19,"M","PE"
"12551",275,36,"M","NL"
"12552",30,20,"M","OT"
"12553",21,20,"F","PE"
"12554",50,37,"M","DM"
"12555",11,16,"M","RM"
"12556",50,37,"M","DM"
"12557",24,21,"M","PM"
"12558",23,21,"F","OT"
"12559",16,18,"F","RF"
"12560",39,36,"M","DM"
"12561",30,21,"F","OL"
"12562",47,37,"F","DM"
"12563",10,17,"M","RM"
"12564",9,16,"F","RM"
"12565",43,37,"F","DM"
"12566",43,35,"F","DM"
"12567",13,18,"F","RM"
"12568",50,37,"M","DM"
"12569",48,37,"M","DM"
"12570",11,17,"M","RM"
"12571",57,37,"M","DO"
"12572",22,20,"M","PE"
"12573",43,36,"M","DM"
"12574",19,20,"F","PE"
"12575",9,17,"F","RM"
"12576",53,37,"F","DO"
"12577",17,21,"M","PE"
"12578",19,20,"M","PM"
"12579",16,18,"F","RF"
"12580",41,22,"M","OL"
"12581",24,22,"M","PE"
"12582",13,17,"F","RM"
"12583",22,20,"F","PE"
"12584",27,21,"F","OL"
"12585",10,17,"M","RM"
"12586",10,18,"M","PM"
"12587",64,30,"F","SH"
"12588",155,33,"F","NL"
"12589",13,17,"F","RF"
"12590",12,16,"F","RM"
"12591",10,17,"M","RM"
"12592",104,31,"F","NL"
"12593",10,16,"M","RM"
"12594",20,21,"F","PE"
"12595",12,17,"M","RM"
"12596",53,36,"F","DO"
"12597",10,19,"M","PM"
"12598",10,18,"F","RF"
"12599",9,17,"M","RM"
"12600",10,17,"M","RM"
"12601",43,36,"M","DM"
"12602",44,37,"F","DM"
"12603",34,21,"F","OL"
"12604",21,21,"M","PE"
"12605",50,36,"M","DO"
"12606",9,15,"M","RM"
"12607",57,37,"M","DO"
"12608",17,20,"F","PE"
"12609",25,21,"F","PE"
"12610",10,18,"F","RM"
"12611",50,39,"M","DM"
"12612",26,21,"F","PM"
"12613",120,49,"F","DS"
"12614",24,22,"M","PE"
"12615",11,19,"F","RM"
"12616",57,37,"M","DO"
"12617",36,36,"F","DM"
"12618",13,19,"M","RF"
"12619",11,17,"M","RM"
"12620",9,17,"M","RM"
"12621",25,20,"F","OT"
"12622",35,21,"M","OL"
"12623",52,36,"F","DO"
"12624",47,37,"M","DM"
"12625",10,17,"M","RM"
"12626",22,22,"F","OT"
"12627",18,21,"M","PE"
"12628",11,18,"M","RM"
"12629",20,21,"M","PE"
"12630",51,36,"M","DO"
"12631",134,52,"M","DS"
"12632",49,36,"M","DO"
"12633",54,37,"M","DO"
"12634",45,38,"M","DM"
"12635",48,37,"M","DM"
"12636",21,20,"M","OT"
"12637",26,22,"F","PM"
"12638",9,17,"F","RM"
"12639",11,17,"M","RM"
"12640",8,17,"F","RM"
"12641",10,18,"F","RM"
"12642",19,20,"M","PE"
"12643",13,17,"F","RF"
"12644",9,17,"M","RM"
"12645",22,22,"M","OT"
"12646",12,17,"F","RM"
"12647",44,37,"M","DM"
"12648",61,29,"F","SH"
"12649",50,36,"M","DO"
"12650",80,28,"F","SH"
"12651",50,40,"M","DM"
"12652",11,16,"F","RM"
"12653",10,17,"F","RM"
"12654",50,37,"M","DM"
"12655",10,17,"M","RM"
"12656",23,20,"M","OT"
"12657",10,19,"F","RM"
"12658",54,36,"M","DM"
"12659",46,36,"M","DO"
"12660",21,21,"F","PE"
"12661",11,19,"M","RF"
"12662",47,36,"M","DM"
"12663",10,18,"M","RM"
"12664",20,19,"F","PE"
"12665",13,17,"F","RF"
"12666",9,17,"F","RM"
"12667",10,17,"M","RM"
"12668",11,18,"F","RM"
"12669",24,21,"F","PE"
"12670",197,33,"M","NL"
"12671",23,21,"M","PE"
"12672",11,19,"M","RM"
"12673",240,34,"M","NL"
"12674",160,53,"M","DS"
"12675",11,17,"M","RM"
"12676",12,17,"F","RM"
"12677",11,17,"M","RM"
"12678",9,19,"F","RM"
"12679",10,18,"F","RM"
"12680",43,36,"F","DM"
"12681",48,36,"M","DM"
"12682",11,18,"M","RM"
"12683",20,21,"M","PE"
"12684",43,36,"F","DM"
"12685",9,17,"M","RM"
"12686",23,21,"M","PE"
"12687",48,40,"M","DM"
"12688",47,36,"M","DM"
"12689",44,37,"F","DM"
"12690",12,17,"M","RF"
"12691",11,19,"F","RM"
"12692",25,21,"M","OL"
"12693",10,17,"M","RM"
"12694",13,17,"F","RM"
"12695",25,21,"F","OT"
"12696",29,21,"F","PE"
"12697",26,21,"F","PE"
"12698",40,37,"M","DM"
"12699",10,19,"M","RM"
"12700",9,17,"M","RM"
"12701",42,37,"F","DM"
"12702",24,20,"F","PE"
"12703",31,22,"M","OL"
"12704",11,17,"M","RM"
"12705",22,20,"M","PE"
"12706",10,18,"M","RM"
"12707",47,36,"M","DM"
"12708",12,17,"F","RM"
"12709",46,36,"F","DM"
"12710",78,28,"M","SH"
"12711",9,17,"F","RM"
"12712",47,36,"M","DM"
"12713",29,21,"F","OL"
"12714",11,16,"F","RM"
"12715",26,21,"F","OT"
"12716",48,32,"M","DM"
"12717",44,35,"M","DM"
"12718",56,37,"M","DO"
"12719",10,17,"F","RM"
"12720",21,21,"F","PE"
"12721",54,36,"F","DO"
"12722",42,31,"F","DM"
"12723",24,21,"M","OT"
"12724",49,37,"M","DM"
"12725",27,21,"F","OL"
"12726",18,21,"M","PE"
"12727",33,22,"M","OL"
"12728",11,18,"F","RM"
"12729",22,20,"M","PE"
"12730",9,16,"F","RM"
"12731",44,37,"F","DM"
"12732",5,18,"F","RM"
"12733",47,36,"M","DM"
"12734",39,37,"F","DM"
"12735",48,37,"M","DM"
"12736",33,22,"F","OL"
"12737",24,21,"M","PE"
"12738",41,22,"M","OL"
"12739",23,21,"M","OT"
"12740",11,16,"F","RM"
"12741",10,18,"M","RM"
"12742",11,19,"M","RM"
"12743",36,22,"M","OL"
"12744",41,35,"M","DM"
"12745",30,21,"F","OL"
"12746",39,21,"M","OL"
"12747",10,16,"M","RM"
"12748",20,21,"M","PM"
"12749",9,18,"M","RM"
"12750",37,37,"M","DM"
"12751",45,37,"M","DM"
"12752",44,36,"M","DM"
"12753",47,37,"M","DM"
"12754",10,16,"M","RM"
"12755",187,33,"F","NL"
"12756",27,21,"F","PE"
"12757",27,21,"M","OT"
"12758",13,17,"F","RM"
"12759",24,21,"F","OT"
"12760",123,33,"F","NL"
"12761",11,17,"F","RM"
"12762",249,34,"M","NL"
"12763",27,20,"M","PE"
"12764",11,18,"M","RM"
"12765",11,17,"M","RM"
"12766",11,17,"M","RM"
"12767",22,21,"F","PE"
"12768",31,21,"F","OL"
"12769",10,17,"M","RM"
"12770",12,17,"M","RM"
"12771",11,17,"M","RM"
"12772",21,21,"M","PM"
"12773",12,17,"F","RM"
"12774",10,16,"F","RM"
"12775",51,36,"M","DO"
"12776",101,52,"F","DS"
"12777",13,18,"F","RM"
"12778",23,21,"M","PE"
"12779",6,15,"F","RM"
"12780",40,22,"M","OL"
"12781",24,21,"F","PE"
"12782",19,21,"M","PM"
"12783",22,20,"F","PE"
"12784",22,20,"M","PE"
"12785",81,31,"M","SH"
"12786",135,52,"M","DS"
"12787",10,17,"M","RM"
"12788",46,36,"F","DM"
"12789",12,17,"F","RM"
"12790",11,17,"M","RM"
"12791",23,21,"M","PE"
"12792",11,17,"M","RM"
"12793",23,21,"M","PE"
"12794",13,17,"F","RM"
"12795",24,21,"M","PE"
"12796",26,21,"F","PE"
"12797",10,17,"M","RM"
"12798",16,17,"F","RF"
"12799",11,17,"M","RM"
"12800",28,21,"F","PE"
"12801",49,37,"M","DM"
"12802",48,37,"M","DM"
"12803",12,17,"F","RM"
"12804",90,28,"M","SH"
"12805",24,21,"M","PE"
"12806",11,17,"M","RM"
"12807",14,17,"F","RF"
"12808",34,22,"F","OL"
"12809",70,36,"F","DO"
"12810",14,17,"F","RM"
"12811",25,21,"M","OT"
"12812",9,17,"M","RM"
"12813",13,17,"F","RM"
"12814",11,17,"M","RM"
"12815",24,21,"F","PE"
"12816",13,17,"F","RM"
"12817",11,17,"M","RM"
"12818",28,21,"M","OT"
"12819",13,20,"M","PM"
"12820",11,17,"M","RM"
"12821",9,17,"M","RM"
"12822",84,31,"F","SH"
"12823",10,17,"M","RM"
"12824",25,21,"M","PE"
"12825",10,17,"M","RM"
"12826",26,21,"F","OT"
"12827",48,37,"M","DM"
"12828",31,22,"F","OL"
"12829",58,36,"M","DO"
"12830",11,17,"M","RM"
"12831",11,17,"F","RM"
"12832",11,17,"F","RM"
"12833",12,17,"M","RM"
"12834",89,31,"M","SH"
"12835",14,17,"F","RM"
"12836",183,32,"F","NL"
"12837",30,22,"M","OL"
"12838",55,36,"M","DO"
"12839",24,24,"M","PP"
"12840",27,21,"F","PE"
"12841",25,21,"F","OT"
"12842",10,17,"M","RM"
"12843",60,36,"M","DO"
"12844",47,37,"F","DM"
"12845",25,21,"F","PE"
"12846",75,31,"F","SH"
"12847",21,20,"M","PE"
"12848",10,17,"M","RM"
"12849",22,21,"M","PE"
"12850",16,18,"F","RF"
"12851",42,22,"M","OL"
"12852",23,21,"F","PE"
"12853",242,33,"M","NL"
"12854",24,22,"M","PE"
"12855",12,17,"F","RM"
"12856",11,17,"M","RM"
"12857",12,17,"F","RM"
"12858",48,37,"M","DM"
"12859",105,31,"F","SH"
"12860",54,36,"M","DO"
"12861",49,37,"M","DM"
"12862",90,31,"F","SH"
"12863",46,37,"F","DM"
"12864",49,38,"M","DM"
"12865",34,21,"F","OL"
"12866",11,17,"M","RM"
"12867",14,17,"F","RF"
"12868",133,53,"M","DS"
"12869",45,36,"F","DM"
"12870",10,17,"M","RM"
"12871",13,17,"F","RM"
"12872",13,17,"F","RM"
"12873",28,21,"M","OT"
"12874",192,33,"M","NL"
"12875",49,37,"M","DM"
"12876",12,17,"M","RF"
"12877",45,37,"F","DM"
"12878",12,17,"F","RM"
"12879",28,21,"F","PE"
"12880",10,17,"M","RM"
"12881",55,36,"M","DM"
"12882",93,52,"M","DS"
"12883",24,21,"M","PE"
"12884",25,21,"M","PE"
"12885",45,37,"M","DM"
"12886",12,17,"F","RM"
"12887",39,37,"M","DM"
"12888",41,37,"F","DM"
"12889",47,37,"F","DM"
"12890",10,16,"F","RM"
"12891",47,36,"M","DM"
"12892",11,17,"M","RM"
"12893",11,17,"M","RM"
"12894",12,17,"F","RM"
"12895",11,17,"M","RM"
"12896",50,36,"M","DM"
"12897",19,21,"F","PM"
"12898",51,37,"M","DM"
"12899",50,37,"M","DM"
"12900",10,17,"M","RM"
"12901",11,17,"M","RM"
"12902",88,31,"M","SH"
"12903",22,21,"M","PM"
"12904",12,16,"F","RM"
"12905",55,37,"M","DM"
"12906",49,37,"F","DM"
"12907",101,31,"F","SH"
"12908",29,22,"M","OL"
"12909",18,22,"M","PP"
"12910",26,22,"F","PE"
"12911",56,37,"F","DO"
"12912",25,20,"M","PE"
"12913",196,33,"M","NL"
"12914",137,32,"F","NL"
"12915",82,29,"M","SH"
"12916",49,36,"M","DM"
"12917",35,21,"F","OL"
"12918",9,16,"F","RM"
"12919",107,52,"M","DS"
"12920",13,17,"F","RM"
"12921",21,21,"M","PE"
"12922",22,21,"M","PE"
"12923",12,18,"M","RF"
"12924",93,32,"F","SH"
"12925",43,36,"F","DM"
"12926",29,34,"M","DM"
"12927",13,18,"F","RM"
"12928",40,38,"F","DM"
"12929",11,17,"M","RM"
"12930",30,21,"F","PE"
"12931",53,37,"F","DO"
"12932",10,17,"M","RM"
"12933",22,23,"M","PP"
"12934",48,38,"M","DM"
"12935",24,25,"M","PP"
"12936",46,37,"M","DM"
"12937",146,53,"M","DS"
"12938",9,17,"F","RM"
"12939",46,36,"M","DM"
"12940",54,37,"M","DO"
"12941",10,17,"M","RM"
"12942",11,17,"F","RM"
"12943",10,16,"M","RM"
"12944",45,36,"F","DM"
"12945",27,20,"F","OT"
"12946",47,37,"M","DM"
"12947",9,17,"M","RM"
"12948",38,21,"F","OL"
"12949",10,16,"F","RM"
"12950",44,36,"F","DM"
"12951",31,22,"M","OL"
"12952",48,37,"M","DM"
"12953",13,17,"M","RM"
"12954",11,19,"M","RM"
"12955",33,23,"F","OL"
"12956",40,37,"M","DM"
"12957",14,17,"F","RM"
"12958",16,17,"F","RF"
"12959",10,17,"M","RM"
"12960",40,37,"F","DM"
"12961",25,23,"M","PP"
"12962",36,20,"M","OL"
"12963",22,21,"M","PP"
"12964",12,17,"F","RF"
"12965",15,21,"M","PP"
"12966",48,35,"F","DO"
"12967",12,17,"F","RM"
"12968",36,22,"M","OL"
"12969",11,17,"M","RM"
"12970",16,21,"F","PP"
"12971",54,35,"M","DO"
"12972",12,16,"F","RF"
"12973",10,18,"M","RM"
"12974",12,16,"M","RM"
"12975",21,20,"M","PE"
"12976",86,29,"F","SH"
"12977",180,33,"M","NL"
"12978",46,36,"F","DM"
"12979",49,37,"M","DM"
"12980",25,22,"F","PE"
"12981",10,16,"M","RM"
"12982",8,17,"M","RM"
"12983",23,20,"M","PE"
"12984",10,17,"M","RM"
"12985",13,17,"F","RF"
"12986",103,32,"F","NL"
"12987",15,20,"F","PE"
"12988",102,31,"F","SH"
"12989",9,15,"F","RM"
"12990",10,16,"F","RM"
"12991",10,16,"M","RM"
"12992",11,17,"F","RF"
"12993",33,21,"F","OT"
"12994",6,16,"F","RM"
"12995",12,17,"M","RM"
"12996",24,21,"M","PE"
"12997",13,16,"F","RM"
"12998",9,16,"M","RM"
"12999",8,16,"M","RM"
"13000",106,31,"F","NL"
"13001",9,16,"M","RM"
"13002",12,16,"F","RM"
"13003",11,17,"M","RM"
"13004",11,17,"M","RM"
"13005",137,53,"M","DS"
"13006",49,36,"F","DO"
"13007",98,27,"F","SH"
"13008",11,17,"M","RF"
"13009",190,37,"F","NL"
"13010",51,38,"M","DM"
"13011",13,16,"F","RM"
"13012",27,21,"F","PE"
"13013",12,17,"F","RM"
"13014",9,17,"M","RM"
"13015",9,16,"M","RM"
"13016",27,22,"M","OT"
"13017",10,17,"M","RM"
"13018",10,17,"M","RM"
"13019",13,17,"F","RM"
"13020",9,14,"F","RM"
"13021",48,37,"M","DM"
"13022",22,20,"M","PM"
"13023",20,21,"F","PE"
"13024",12,16,"F","RM"
"13025",48,38,"M","DM"
"13026",20,22,"M","PP"
"13027",115,50,"F","DS"
"13028",23,21,"M","PE"
"13029",21,22,"M","PE"
"13030",53,36,"F","DM"
"13031",10,17,"M","RM"
"13032",10,17,"F","RM"
"13033",13,21,"M","OT"
"13034",35,37,"F","DM"
"13035",7,16,"F","RM"
"13036",177,35,"F","NL"
"13037",17,22,"F","PE"
"13038",10,17,"M","RM"
"13039",12,17,"F","RM"
"13040",100,33,"M","NL"
"13041",25,22,"F","PE"
"13042",43,36,"F","DO"
"13043",31,21,"F","OT"
"13044",188,34,"F","NL"
"13045",22,20,"M","PE"
"13046",120,32,"F","SH"
"13047",138,32,"F","NL"
"13048",22,21,"M","PE"
"13049",42,37,"F","DM"
"13050",13,18,"F","RF"
"13051",48,37,"F","DO"
"13052",45,38,"M","DM"
"13053",30,22,"M","OT"
"13054",134,54,"M","DS"
"13055",15,20,"M","PE"
"13056",9,17,"F","RM"
"13057",47,37,"F","DM"
"13058",28,22,"F","OT"
"13059",108,50,"F","DS"
"13060",22,21,"M","PE"
"13061",9,17,"M","RM"
"13062",39,37,"F","DO"
"13063",48,36,"M","DM"
"13064",73,27,"F","SH"
"13065",12,19,"M","RM"
"13066",10,17,"M","RM"
"13067",38,22,"M","OL"
"13068",13,19,"M","RF"
"13069",30,22,"M","OL"
"13070",18,22,"F","PM"
"13071",42,37,"F","DO"
"13072",34,36,"F","DM"
"13073",8,17,"F","RM"
"13074",27,22,"F","PE"
"13075",48,37,"M","DM"
"13076",78,33,"F","NL"
"13077",20,21,"M","PM"
"13078",24,21,"F","PE"
"13079",56,37,"M","DO"
"13080",47,37,"M","DM"
"13081",21,22,"M","PE"
"13082",10,17,"M","RM"
"13083",89,30,"M","SH"
"13084",8,16,"M","RM"
"13085",56,37,"M","DO"
"13086",20,22,"F","PE"
"13087",10,17,"M","RM"
"13088",11,17,"M","RM"
"13089",88,33,"F","NL"
"13090",34,22,"F","OT"
"13091",10,17,"M","RM"
"13092",26,27,"M","SH"
"13093",47,37,"F","DO"
"13094",39,36,"M","DM"
"13095",22,21,"F","PM"
"13096",56,38,"F","DO"
"13097",20,21,"F","PM"
"13098",85,33,"F","NL"
"13099",39,22,"M","OL"
"13100",22,24,"M","PP"
"13101",43,29,"F","SH"
"13102",19,23,"F","PP"
"13103",8,17,"F","RM"
"13104",19,22,"M","PP"
"13105",41,36,"F","DM"
"13106",123,31,"F","SH"
"13107",50,36,"M","DM"
"13108",21,21,"M","PE"
"13109",10,18,"M","RM"
"13110",24,35,"F","DM"
"13111",10,17,"F","RM"
"13112",108,54,"M","DS"
"13113",43,37,"F","DM"
"13114",55,36,"F","DM"
"13115",39,37,"F","DM"
"13116",203,33,"M","NL"
"13117",26,36,"M","DM"
"13118",32,22,"F","PE"
"13119",10,17,"F","RM"
"13120",11,17,"M","RM"
"13121",15,21,"M","PE"
"13122",9,17,"M","RM"
"13123",25,21,"F","PE"
"13124",36,22,"M","OL"
"13125",6,16,"F","RM"
"13126",29,36,"M","DM"
"13127",29,22,"F","OT"
"13128",10,17,"M","RM"
"13129",45,37,"M","DM"
"13130",44,37,"M","DM"
"13131",26,21,"F","PE"
"13132",47,37,"M","DM"
"13133",43,37,"F","DM"
"13134",10,17,"F","RF"
"13135",11,17,"F","RM"
"13136",10,17,"F","RM"
"13137",35,37,"F","DM"
"13138",16,21,"M","PE"
"13139",34,37,"M","DM"
"13140",48,37,"M","DM"
"13141",40,39,"F","DM"
"13142",48,37,"M","DM"
"13143",42,30,"F","SH"
"13144",11,17,"M","RF"
"13145",13,17,"F","RM"
"13146",41,37,"F","DM"
"13147",8,17,"F","RM"
"13148",52,36,"F","DM"
"13149",8,15,"F","RM"
"13150",26,20,"F","OT"
"13151",45,29,"M","SH"
"13152",9,18,"M","RM"
"13153",148,33,"F","NL"
"13154",16,20,"M","PE"
"13155",49,36,"F","DO"
"13156",21,18,"M","PE"
"13157",9,17,"F","RM"
"13158",18,17,"M","PM"
"13159",21,20,"M","PE"
"13160",20,22,"M","PM"
"13161",10,16,"M","RM"
"13162",57,29,"F","NL"
"13163",126,33,"F","NL"
"13164",8,17,"M","RM"
"13165",54,38,"M","DM"
"13166",9,16,"M","RM"
"13167",8,15,"M","RM"
"13168",114,31,"F","SH"
"13169",11,17,"F","RM"
"13170",43,36,"F","DO"
"13171",19,17,"F","RM"
"13172",121,32,"M","NL"
"13173",18,20,"F","PE"
"13174",46,37,"F","DM"
"13175",12,17,"F","RF"
"13176",178,34,"F","NL"
"13177",10,16,"F","RM"
"13178",18,21,"F","PM"
"13179",130,54,"M","DS"
"13180",10,16,"F","RM"
"13181",10,17,"F","RF"
"13182",58,35,"M","DO"
"13183",7,16,"M","RM"
"13184",41,35,"F","DO"
"13185",26,36,"M","DM"
"13186",10,16,"M","RM"
"13187",10,15,"M","RM"
"13188",22,20,"M","PE"
"13189",32,27,"F","SH"
"13190",23,20,"F","PM"
"13191",23,22,"M","PE"
"13192",10,16,"F","RM"
"13193",47,37,"M","DM"
"13194",8,16,"F","RM"
"13195",10,17,"M","RM"
"13196",28,21,"M","OT"
"13197",18,20,"M","PE"
"13198",21,20,"F","PE"
"13199",24,20,"F","OT"
"13200",21,20,"M","PE"
"13201",141,34,"F","NL"
"13202",95,28,"F","SH"
"13203",113,47,"F","DS"
"13204",8,16,"M","RM"
"13205",10,16,"M","RM"
"13206",46,37,"M","DM"
"13207",9,17,"F","RM"
"13208",67,32,"M","SH"
"13209",8,16,"F","RM"
"13210",34,36,"M","DM"
"13211",51,37,"M","DM"
"13212",111,33,"F","SH"
"13213",11,15,"F","RF"
"13214",18,21,"M","PE"
"13215",60,29,"F","SH"
"13216",44,36,"F","DO"
"13217",25,31,"F","DM"
"13218",113,53,"M","DS"
"13219",11,17,"F","RM"
"13220",41,37,"F","DM"
"13221",20,21,"M","PE"
"13222",32,21,"M","OL"
"13223",14,20,"F","PE"
"13224",10,18,"M","RM"
"13225",10,17,"M","RM"
"13226",8,17,"F","RM"
"13227",37,36,"F","DM"
"13228",54,36,"M","DO"
"13229",18,22,"F","PE"
"13230",12,16,"M","RM"
"13231",49,37,"F","DM"
"13232",10,17,"M","RM"
"13233",12,17,"F","RM"
"13234",45,36,"M","DM"
"13235",44,36,"M","DM"
"13236",104,33,"M","NL"
"13237",46,37,"M","DM"
"13238",36,36,"M","DM"
"13239",19,19,"F","OL"
"13240",47,37,"M","DM"
"13241",12,17,"M","RM"
"13242",22,24,"M","PP"
"13243",9,17,"M","RM"
"13244",14,21,"M","PE"
"13245",38,50,"F","DM"
"13246",18,19,"M","PE"
"13247",42,39,"F","DM"
"13248",40,36,"M","DM"
"13249",23,20,"M","PE"
"13250",37,36,"M","DM"
"13251",31,22,"M","OL"
"13252",52,37,"M","DM"
"13253",44,36,"M","DM"
"13254",5,17,"F","RM"
"13255",21,21,"F","PE"
"13256",21,20,"M","PE"
"13257",45,36,"M","DM"
"13258",11,17,"M","RM"
"13259",15,19,"M","RF"
"13260",42,37,"M","DM"
"13261",20,21,"M","OX"
"13262",47,37,"F","DO"
"13263",14,18,"F","RF"
"13264",13,18,"F","RF"
"13265",22,21,"M","OT"
"13266",19,21,"F","OT"
"13267",18,21,"F","OT"
"13268",19,22,"F","PP"
"13269",22,20,"M","PE"
"13270",40,37,"F","DM"
"13271",10,19,"M","PP"
"13272",30,23,"F","SH"
"13273",88,32,"M","NL"
"13274",26,34,"M","DM"
"13275",16,16,"F","RM"
"13276",50,36,"F","DO"
"13277",132,33,"M","NL"
"13278",102,49,"F","DS"
"13279",11,17,"F","RM"
"13280",46,37,"M","DM"
"13281",45,35,"F","DM"
"13282",13,17,"F","RM"
"13283",49,36,"M","DM"
"13284",51,38,"M","DM"
"13285",47,39,"F","DO"
"13286",77,32,"M","NL"
"13287",21,21,"M","PE"
"13288",52,37,"F","DO"
"13289",18,23,"M","PP"
"13290",23,19,"M","PE"
"13291",14,21,"M","PE"
"13292",25,20,"F","PM"
"13293",31,25,"M","SH"
"13294",19,22,"F","PP"
"13295",11,16,"M","RM"
"13296",29,21,"M","OT"
"13297",38,34,"F","DO"
"13298",18,18,"M","PE"
"13299",42,35,"F","DO"
"13300",44,36,"F","DM"
"13301",11,16,"M","RM"
"13302",17,20,"M","PP"
"13303",51,36,"F","DM"
"13304",23,33,"F","DM"
"13305",27,20,"F","OT"
"13306",14,17,"F","RM"
"13307",42,37,"F","DO"
"13308",48,36,"F","DO"
"13309",31,21,"F","OL"
"13310",28,36,"M","DM"
"13311",51,37,"F","DM"
"13312",52,37,"M","DM"
"13313",11,16,"M","RM"
"13314",44,35,"F","DM"
"13315",41,37,"F","DM"
"13316",16,17,"F","RF"
"13317",46,37,"M","DM"
"13318",58,37,"M","DO"
"13319",40,36,"F","DM"
"13320",12,17,"F","RM"
"13321",18,23,"F","PP"
"13322",47,36,"M","DM"
"13323",43,37,"M","DM"
"13324",21,21,"F","PE"
"13325",11,17,"M","RM"
"13326",17,22,"M","PP"
"13327",47,38,"M","DM"
"13328",47,37,"M","DM"
"13329",47,37,"F","DM"
"13330",26,22,"F","PE"
"13331",151,34,"M","NL"
"13332",49,36,"M","DM"
"13333",17,24,"M","PP"
"13334",56,38,"M","DM"
"13335",48,36,"M","DM"
"13336",31,21,"M","OT"
"13337",8,11,"F","RM"
"13338",50,39,"M","DM"
"13339",97,33,"F","NL"
"13340",45,34,"M","DM"
"13341",52,36,"M","DM"
"13342",15,17,"F","RM"
"13343",22,18,"M","OT"
"13344",43,36,"F","DO"
"13345",44,37,"F","DM"
"13346",36,36,"F","DM"
"13347",42,34,"F","DM"
"13348",17,22,"M","PP"
"13349",29,22,"M","OL"
"13350",22,22,"M","OT"
"13351",66,36,"F","DO"
"13352",15,24,"F","PP"
"13353",7,16,"M","PF"
"13354",51,34,"F","DO"
"13355",24,21,"M","OT"
"13356",7,16,"F","PF"
"13357",127,31,"F","SH"
"13358",17,24,"M","PP"
"13359",27,22,"M","OT"
"13360",23,35,"F","DO"
"13361",22,21,"F","OT"
"13362",54,37,"F","DO"
"13363",58,40,"F","DM"
"13364",22,20,"F","OT"
"13365",23,21,"M","PE"
"13366",36,35,"F","DM"
"13367",30,22,"F","OT"
"13368",29,22,"M","OT"
"13369",28,21,"M","OT"
"13370",52,36,"M","DO"
"13371",121,52,"F","DS"
"13372",48,37,"M","DM"
"13373",49,37,"M","DM"
"13374",27,22,"F","OT"
"13375",28,19,"F","PE"
"13376",118,33,"F","NL"
"13377",18,22,"F","PP"
"13378",54,35,"F","DO"
"13379",25,20,"F","OT"
"13380",23,22,"F","PE"
"13381",100,29,"F","SH"
"13382",37,35,"F","DO"
"13383",49,36,"F","DO"
"13384",27,19,"F","PE"
"13385",40,37,"F","DM"
"13386",50,36,"M","DO"
"13387",46,37,"M","DM"
"13388",22,21,"M","OT"
"13389",208,34,"M","NL"
"13390",49,38,"M","DM"
"13391",16,21,"F","PP"
"13392",50,37,"M","DM"
"13393",55,37,"F","DM"
"13394",15,23,"F","PP"
"13395",45,36,"F","DO"
"13396",42,39,"F","DM"
"13397",53,38,"M","DM"
"13398",96,32,"F","SH"
"13399",56,38,"M","DO"
"13400",16,22,"M","SH"
"13401",46,33,"M","DM"
"13402",22,19,"F","OT"
"13403",42,36,"F","DM"
"13404",43,33,"F","DM"
"13405",13,21,"M","PP"
